 Secretaría; Cód; Departamento; CódMun; Municipio; Código; Nombre;  Dirección; Teléfono; Nombre Rector; Tipo Establecimiento; Sector; Zona; Jornadas; Niveles; Grados;No. Sede; Cal; Correo Electrónico
MEDELLIN;5;ANTIOQUIA;5001;MEDELLÍN;305001022259;INST CORFERRINI - SEDE LA DIVISA;IND CL 49 B  99 EE 227;4346334;LUZ DARY CHAVARRIA CHAVARRIA;INSTITUCION EDUCATIVA;NO OFICIAL;URBANA;MAÑANA,TARDE;PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA;0,1,2,3,4,5,6,7,8,9,10,11;1;A;chavarria.do@ferrini.edu.co
ANTIOQUIA;5;ANTIOQUIA;5145;CARAMANTA;205145000549;C. E. R. PELADEROS;VDA. PELADEROS;8553322;BOHORQUEZ ROJO NURY ELENA (DOC.PROV.);CENTRO EDUCATIVO;OFICIAL;;;;;0;A;cerpeladeros@tareanet.edu.co
BELLO;5;ANTIOQUIA;5088;BELLO;105088000532;IE LA MILAGROSA;CL 62 A 54 51;2751458;RUA PORRAS LUZ MARINA;INSTITUCION EDUCATIVA;OFICIAL;URBANA;MAÑANA,TARDE;PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA;0,1,2,3,4,5,6,7,8,9,10,11,99;2;A;iemilagrosa@yahoo.es
BELLO;5;ANTIOQUIA;5088;BELLO;105088001971;IE JOSEFA CAMPOS;IND DG 65 NO 45BB-137;4816577;ROBERTO ENRIQUE VILLA YEPES ;INSTITUCION EDUCATIVA;OFICIAL;URBANA;MAÑANA,TARDE,FIN DE SEMANA;PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA;0,1,2,3,4,5,6,7,8,9,10,11,23,24,25,99;2;A;iejcampos@yahoo.es
ITAGUI;5;ANTIOQUIA;5360;ITAGUI;105360000385;INSTITUCION EDUCATIVA ISOLDA ECHAVARRIA;CL 34 A 57 60;2775327  Cel. 3183124760;JOHN JAIRO PARRA HERRERA;INSTITUCION EDUCATIVA;OFICIAL;URBANA;MAÑANA,TARDE;PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA;0,1,2,3,4,5,6,7,8,9,10,11;1;A;IEISOLDAECHAVARRIA@itagui.edu.co
ITAGUI;5;ANTIOQUIA;5360;ITAGUI;105360000491;INSTITUCION EDUCATIVA ORESTES SINDICCE;CL 76 49 24;3723900  Cel. 3183124751;JHON JAIRO HERNANDEZ PIZA;INSTITUCION EDUCATIVA;OFICIAL;URBANA;MAÑANA,NOCTURNA,TARDE,FIN DE SEMANA;PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA;0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26,99;2;A;IEORESTESSINDICCE@itagui.edu.co
RIONEGRO;5;ANTIOQUIA;5615;RIONEGRO;205615000401;I. E. BARRO BLANCO;VDA. BARRO BLANCO;5616836;ZULUAGA HENAO MARIO OVIDIO (E);INSTITUCION EDUCATIVA;OFICIAL;RURAL;COMPLETA;PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA;0,1,2,3,4,5,6,7,8,9,10,11;3;A;info@barroblanco.edu.co
ANTIOQUIA;5;ANTIOQUIA;5819;TOLEDO;305819000335;INSTITUTO REGIONAL COREDI                                                     ;CL 10 9 13;8619082;RODRIGO ALVEIRO ALZATE ALZATE;INSTITUCION EDUCATIVA;NO OFICIAL;RURAL;MAÑANA,COMPLETA;MEDIA,BÁSICA SECUNDARIA;6,7,8,9,10,11;1;A;toledo@coredi.edu.co
MEDELLIN;5;ANTIOQUIA;5001;MEDELLÍN;205001010281;INST EDUC ALFONSO UPEGUI OROZCO;VDA  PAJARITO;4260345;GLADIS ELENA ARBOLEDA LOPERA;INSTITUCION EDUCATIVA;OFICIAL;RURAL;MAÑANA,TARDE;PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA;0,1,2,3,4,5,6,7,8,9,10,11,99;1;A;ceauo@hotmail.com
ENVIGADO;5;ANTIOQUIA;5266;ENVIGADO;105266000461;I.E. NORMAL SUPERIOR DE ENVIGADO;CL 37 SUR 33 14;276 17 56;PEDRO ALONSO RIVERA BUSTAMANTE;INSTITUCION EDUCATIVA;OFICIAL;URBANA;MAÑANA,COMPLETA,ÚNICA,NOCTURNA,TARDE;PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA;0,1,2,3,4,5,6,7,8,9,10,11,12,13,99;2;A;rectoria.normalsuperior@envigado.edu.co
ITAGUI;5;ANTIOQUIA;5360;ITAGUI;105360000288;INSTITUCION EDUCATIVA ENRIQUE VELEZ ESCOBAR;KR 52 C 72 69;2816023  Cel. 3183124755;ANGELA MARIA ALVAREZ LONDOÑO;INSTITUCION EDUCATIVA;OFICIAL;URBANA;MAÑANA,TARDE;PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA;0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,99;3;A;IEENRIQUEVELEZESCOBAR@itagui.edu.co
ANTIOQUIA;5;ANTIOQUIA;5147;CAREPA;205147000082;C.E.R. LA CRISTALINA;CORREG. PIEDRAS BLANCAS;8245050;ADMINISTRACION (GAMBOA CAICEDO LUZ AMPARO);CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5147;CAREPA;205147000139;C.E.R.  LA UNION;VDA. LA UNIÓN;8236828;MOSQUERA CAICEDO CRUZ ERCILIA;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5147;CAREPA;205147000201;C.E.R. LA DANTA;VDA. LA DANTA;823 68 28;ORLY JEKCELI RENTERÍA CÓRDOBA;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5576;PUEBLORRICO;205576000147;C. E. R. LUIS FELIPE RESTREPO;VDA. EL CEDRON;;MARTINEZ MARIN ANCIZAR DE JESUS;CENTRO EDUCATIVO;OFICIAL;RURAL;MAÑANA,COMPLETA,NOCTURNA;PREESCOLAR,BÁSICA PRIMARIA;0,1,2,3,4,5,21;7;A;c.e.r.luisfperestrepo@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5147;CAREPA;205147000228;CENTRO EDUCATIVO RURAL CAREPITA;VDA. CAREPITA ZUNGO ;824 56 54;SIN REC;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;zungocabelc@yahho.es
ANTIOQUIA;5;ANTIOQUIA;5250;EL BAGRE;205250000716;C. E. R. RIO VIEJO;VDA. RIO VIEJO ;8370279;ARIEL GONZALEZ WILMAR;CENTRO EDUCATIVO;OFICIAL;RURAL;MAÑANA;PREESCOLAR,BÁSICA PRIMARIA;0,1,2,3,4,5;1;A;
ANTIOQUIA;5;ANTIOQUIA;5147;CAREPA;205147000317;C. E. R. REMEDIA POBRE;VDA. REMEDIA POBRE ;;ADMINISTRACION (PALACIO PALACIO LUZ NELLY);CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5147;CAREPA;205147000481;C.E.R. ALTO BONITO;VDA. ALTO BONITO;823 68 28;IVÁN ALONSO PALACIOS COPETE;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5147;CAREPA;205147000503;C.E. R. EL TAGUAL;VDA. EL TAGUAL;823 68 28;CRESENCIA MORENO YARLIN;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5147;CAREPA;205147000554;C.E.R. CAREPITA PARTE ALTA;VDA. CAREPITA CANAL UNO ;;NO ;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
RIONEGRO;5;ANTIOQUIA;5615;RIONEGRO;105615000473;I. E. JOSEFINA MUÑOZ GONZALEZ;CL 52 44 03;561 19 34;BLANCA RUTH MARIN AGUDELO (RP);INSTITUCION EDUCATIVA;OFICIAL;URBANA;MAÑANA,NOCTURNA,TARDE,FIN DE SEMANA;PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA;0,1,2,3,4,5,6,7,8,9,10,11,20,21,22,23,24,25,26;4;A;jmunizg@une.net.co
ANTIOQUIA;5;ANTIOQUIA;5147;CAREPA;205147000635;C. E. R. ZARABANDA;VDA. ZARABANDA;823 68 28;ADMINISTRACION;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5147;CAREPA;205147000694;C.E.R. CANAL CUATRO;VDA. CANAL CUATRO;;SIN RECTOR;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5861;VENECIA;205861000045;C. E. R. PIEDRAS BLANCAS;VDA. LA ARABIA;8423790;OQUENDO ALVAREZ SERGIO ANDRES;CENTRO EDUCATIVO;OFICIAL;RURAL;COMPLETA;PREESCOLAR,BÁSICA PRIMARIA;0,1,2,3,4,5;1;A;cerpiedrasblancasven@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5147;CAREPA;205147000830;C. E. R. LA YAYA;VDA. LA YAYA ;;CORDOBA CORDOBA EDITH;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5490;NECOCLÍ;205490001817;CENTRO EDUCATIVO RURAL EL REPARO;VDA. EL REPARO;;OSCAR ANTONIO ASPRILLA ANDRADE;CENTRO EDUCATIVO;OFICIAL;RURAL;COMPLETA;PREESCOLAR,BÁSICA PRIMARIA;0,1,2,3,4,5;1;A;
ANTIOQUIA;5;ANTIOQUIA;5147;CAREPA;205147000970;C.E.R. LA ROSITA;VDA LA ROSITA;;ÁNGELA MARÍA VALDERRAMA LÓPEZ;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5147;CAREPA;205147000988;C.E.R. LA DANTA FLORIDA;VDA. LA FLORIDA;823 68 28;ROBINSON PALACIOS;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5147;CAREPA;205147001003;C.E.R. LA ESMERALDA;VDA. EL PATACÓN;823 68 28;ANA JULIA RENTERÍA ASPRILLA ;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5147;CAREPA;305147000910;I. E. ESPERANZA AMOR Y PAZ                                                                          ;VDA LA CRISTALINA;sin informacion                                   ;SIN INFORMACION;CENTRO EDUCATIVO;NO OFICIAL;URBANA;;;;1;A;
ANTIOQUIA;5;ANTIOQUIA;5147;CAREPA;305147000923;COLEGIO ALEGRIA DE APRENDER;IND BARRIO ACAIDANA;;REVISAR;CENTRO EDUCATIVO;NO OFICIAL;URBANA;;;;1;A;
ANTIOQUIA;5;ANTIOQUIA;5147;CAREPA;305147000931;COLEGIO LAS AMERICAS;BARRIO DOCE DE OCTUBRE;823 69 45;;CENTRO EDUCATIVO;NO OFICIAL;URBANA;;;;1;A;
ANTIOQUIA;5;ANTIOQUIA;5148;EL CARMEN DE VIBORAL;205148000035;C. E. R. CORONEL JOSE DOMINGO GALLO;VDA. VIBORAL;5435273;VIVIANA YHANETH GALLEGO SILVA ;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;cer.coronel.viboral@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5148;EL CARMEN DE VIBORAL;205148000060;C. E. R. COMANDANTE IGNACIO GALLO;VDA. LAS GARZONAS;5432363;MARTA YANED ELEJALDE ARANGO;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;cercomandanteignaciogallo@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5148;EL CARMEN DE VIBORAL;205148000078;C. E. R. CRISTO REY;VDA. CRISTO REY;5435273;DIEGO ALFONSO VALENCIA GARCIA;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;cercristoreyelcarmen@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5148;EL CARMEN DE VIBORAL;205148000159;C. E. R. CAMARGO;VDA. CAMARGO;5435273;MARIA YANETH HERNANDEZ CASTAÑO;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;camargo205148@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5148;EL CARMEN DE VIBORAL;205148000167;C. E. R. QUIRAMA;VDA. QUIRAMA;5435273;MARIA PIEDAD IDARRAGA GARCIA;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;cerquirama@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5148;EL CARMEN DE VIBORAL;205148000213;C. E. R. EL CERRO;VDA. EL CERRO;5666586;SERGIO DOUGLAS VALENCIA GARCIA;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;cer.elcerro@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5148;EL CARMEN DE VIBORAL;205148000221;C. E. R. BOQUERON;VDA. BOQUERON;5435273;BEATRIZ ELENA HENAO ARBELÁEZ;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;cerboqueronelcarmen@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5148;EL CARMEN DE VIBORAL;205148000272;CENTRO EDUCATIVO RURAL LA RIVERA;SIN INFORMACION;;SIN INFORMACION;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5091;BETANIA;205091000301;I. E. R. LIBIA ARRIBA;VDA. LA LIBIA;8435180 ext 120;ADMINISTRACION;INSTITUCION EDUCATIVA;OFICIAL;RURAL;COMPLETA;PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA;0,1,2,3,4,5,6,7,8,9;1;A;
ANTIOQUIA;5;ANTIOQUIA;5148;EL CARMEN DE VIBORAL;205148000299;C. E. R. BETANIA;VDA. BETANIA;5666250;DENIS YAMILE JARAMILLO LOPEZ;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;betaniacer@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5148;EL CARMEN DE VIBORAL;205148000311;C. E. R. LA SONADORA;VDA. LA SONADORA;5436593;ARGEMIRO DE JESUS ARISTIZABAL GIRALDO;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;cerlasonadora@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5148;EL CARMEN DE VIBORAL;205148000329;C. E. R. MADERA JUAN NICOLAS;CORREG. LA MADERA;5435273;ELIZABETH ECHEVERRI ECHEVERRI;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;cerlamaderajuannicolas@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5148;EL CARMEN DE VIBORAL;205148000337;C. E. R. VALLEJUELITO;VDA. VALLEJUELITO;5435273;DENNIS MARISELL LUJÁN JARAMILLO;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;cervallejuelito@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5148;EL CARMEN DE VIBORAL;205148000345;C. E. R. LA FLORIDA;VDA. LA FLORIDA;5435273;CLAUDIA ISABEL GALLEGO QUINTERO;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;cerlaflorida@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5148;EL CARMEN DE VIBORAL;205148000361;C. E. R. MORROS;VDA MORROS;8244793;LEIDY TATIANA BUITRAGO CASTAÑO;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;cermorros@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5361;ITUANGO;205361001509;C. E. R. LA CONCORDIA;VDA. CANDELARIA ALTA;864 30 93; ANA CRISTINA MONSALVE ZABALA;CENTRO EDUCATIVO;OFICIAL;RURAL;COMPLETA;PREESCOLAR,BÁSICA PRIMARIA;0,1,2,3,4,5;1;A;cerlaconcordia@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5148;EL CARMEN DE VIBORAL;205148000370;C. E. R. LA PALMA;VDA. LA PALMA;5435273;LINA SVETLANA BERRIO LÓPEZ;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;cerlapalmaviboral@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5250;EL BAGRE;205250000104;C. E. R. LA ARENOSA;VDA LA ARENOSA;8370279;ZÚÑIGA SALAZAR OSCAR DARIO (DOC.PROV.);CENTRO EDUCATIVO;OFICIAL;RURAL;MAÑANA;PREESCOLAR,BÁSICA PRIMARIA;0,1,2,3,4,5;1;A;
ANTIOQUIA;5;ANTIOQUIA;5148;EL CARMEN DE VIBORAL;205148000451;C. E. R. SAMARIA;VDA. SAMARIA;5666033;MARTHA LUCIA TOBON MONTOYA;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;cersamariaelcarmen@tareanet.edu.co.
ANTIOQUIA;5;ANTIOQUIA;5148;EL CARMEN DE VIBORAL;205148000591;C. E. R. LA MILAGROSA;VDA. LA MILAGROSA;5633348;DIANA ISABEL ORTEGA VALENCIA;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;cerlamigrosa@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5148;EL CARMEN DE VIBORAL;205148000621;C. E. R. LA AGUADA;VDA. LA AGUADA;5435273;PEDRO ALDEMAR HERNÀNDEZ ZULUAGA;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;cer.laaguada@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5148;EL CARMEN DE VIBORAL;205148000639;C. E. R. LOS CORALES;VDA. LOS CORALES;5435273;DUBAN ARLEY OBANDO ROMAN;CENTRO EDUCATIVO;OFICIAL;;;;;0;A; cercorales@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5148;EL CARMEN DE VIBORAL;205148000680;CENTRO EDUCATIVO RURAL EL BRASIL;SIN INFORMACION;;SIN INFORMACION;CENTRO EDUCATIVO;OFICIAL;RURAL;;;;1;A;
ANTIOQUIA;5;ANTIOQUIA;5647;SAN ANDRÉS DE CUERQUÍA;205647000330;C. E. R. LAS AGUILAS;VDA. LLANADAS;8618015;PILAR YOLANDA ZAPATA ZAPATA;CENTRO EDUCATIVO;OFICIAL;RURAL;COMPLETA;PREESCOLAR,BÁSICA PRIMARIA;0,1,2,3,4,5;1;A;cerlasaguilas@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5148;EL CARMEN DE VIBORAL;205148000698;C. E. R. SAN LORENZO;VDA. SAN LORENZO;5435273;ADRIANA MARIA CARDONA GRISALES;CENTRO EDUCATIVO;OFICIAL;;;;;0;A; cer.sanlorenzo@tareanet.com.
ANTIOQUIA;5;ANTIOQUIA;5148;EL CARMEN DE VIBORAL;205148000710;C. E. R. DOS QUEBRADAS;VDA. DOS QUEBRADAS;5435273;DIANA MARCELA OSPINA MONTOYA;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;cerdosquebradaselcarmen@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5148;EL CARMEN DE VIBORAL;205148000787;C. E. R. CAMPO ALEGRE;VDA. CAMPO ALEGRE;5433689;EDIS ESTELA GOMEZ QUINTERO;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;campoalegre@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5148;EL CARMEN DE VIBORAL;205148000795;C. E. R. ALTO GRANDE;VDA. ALTO GRANDE;5667597;BLANCA NIDIA OROZCO GOMEZ;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;ceraltogrande@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5148;EL CARMEN DE VIBORAL;205148000809;C. E. R. ALDANA ABAJO;VDA. ALDANA ABAJO;5435273;SANDRA YAMILE RAMIREZ GARCIA;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;cer.aldana.abajo@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5148;EL CARMEN DE VIBORAL;205148000876;C. E. R. MAZORCAL;VDA. MAZORCAL;5435273;MARIN PINEDA HERNAN DARIO;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;cermazorcal@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5150;CAROLINA;205150000051;C. E. R. MARIA AUXILIADORA;VDA. TENCHE;863 40 87 y 863 40 33;SALAZAR CASAS ADRIANA PATRICIA (DOC.P.);CENTRO EDUCATIVO;OFICIAL;;;;;0;A;cermauxiluiadora@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5150;CAROLINA;205150000069;C. E. R. JOSE JOAQUIN VELEZ;VDA. LA HERRADURA; 863 44 35;EDGAR HOLGUIN LOPERA;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;cerjjvelezcarolina@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5150;CAROLINA;205150000085;C. E. R. MARIA DE J MADRIGAL;VDA. CLARITAS;863 40 87 y 863 40 33;VASQUEZ ECHAVARRIA MARIA ELENA (DOC.P.);CENTRO EDUCATIVO;OFICIAL;;;;;0;A; cermjmadrigal@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5150;CAROLINA;205150000107;C. E. R. JOSE MARIA MENESES;VDA. MIRAFLORES;863 40 87 y 863 40 33;BARRIENTOS  RIOS DE ORREGO CRUZ NAZARENA (DOC.P.);CENTRO EDUCATIVO;OFICIAL;;;;;0;A;cerjjmeneses@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5154;CAUCASIA;205154001353;E.R. SANTA INÉS;VDA. SANTA INÉS;;NIDIA DE LAS MERCEDES BASILIO;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5154;CAUCASIA;305154001650;CONC EDUC EL TREN DE LA ALEGRIA                                                                     ;CLL 30 17-64;8393590;SIN INFORMACION;CENTRO EDUCATIVO;NO OFICIAL;URBANA;;;;1;A;
ANTIOQUIA;5;ANTIOQUIA;5154;CAUCASIA;305154001668;INST. MELODIAS INFANTILES                                                                       ;CL. 8  8-16;839 86 77                                         ;ROJAS MENDEZ EMÈRITA;CENTRO EDUCATIVO;NO OFICIAL;URBANA;;;;1;A;inst.melodias27@yahoo.com
ANTIOQUIA;5;ANTIOQUIA;5154;CAUCASIA;305154002431;COLEGIO COOPERATIVO DEL BAJO CAUCA;CL. 8  19-37;8394717;PEREZ ARRIETA LILIANA PATRICIA;INSTITUCION EDUCATIVA;NO OFICIAL;URBANA;;;;1;A;
ANTIOQUIA;5;ANTIOQUIA;5172;CHIGORODÓ;205172000089;C. E. R. EL VENADO;VDA. EL VENADO;8253135;MONICA JESSICA VIDES MESA;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;cerelvenadochigorodo@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5172;CHIGORODÓ;205172000127;C. E. R. EL DOS;VDA. EL DOS;;NELVIS ISABEL CORREA PAZ;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;cereldoschigorodo@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5172;CHIGORODÓ;205172000186;C. E. R. MANUEL GOMEZ;VDA. EL GUINEO ;825 41 74;LEYDY LORENA IBARGUEN LEDESMA;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;cermanuelgomezchigorodo@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5172;CHIGORODÓ;205172000241;C. E. R. GUAPACITO ANDALUCIA;VDA. LA INDIA ;8253135;MILENA MENA CETRE;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;cerguapacitoa@tareanet.edu.co
MEDELLIN;5;ANTIOQUIA;5001;MEDELLÍN;305001024693;JARD INF BLANQUIZAL - CARLA CRISTINA;CR 58 NO 93A 24;4260884;SARA ISABEL PUERTA;CENTRO EDUCATIVO;NO OFICIAL;URBANA;MAÑANA,TARDE;PREESCOLAR;=-2-1;1;A;
MEDELLIN;5;ANTIOQUIA;5001;MEDELLÍN;305001000000;CENT EDUC SAGRADO NINO;KR 22 47 12;2692781;ISABEL CRISTINA BUSTAMANTE ESCOBAR;CENTRO EDUCATIVO;NO OFICIAL;URBANA;MAÑANA,TARDE;PREESCOLAR,BÁSICA PRIMARIA;-2,-1,0,1,2,3,4,5;1;A;
ANTIOQUIA;5;ANTIOQUIA;5659;SAN JUAN DE URABÁ;205051000014;I. E. SAN JUAN DE URABA;KR 20 23 137;8212013;MONTOYA YUDICELY;INSTITUCION EDUCATIVA;OFICIAL;RURAL,URBANA;MAÑANA,NOCTURNA,TARDE,FIN DE SEMANA;PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA;0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26,99;6;A;SJUIESANJUANDEURABA@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5172;CHIGORODÓ;205172000259;C. E. R. EL PLATANO;VDA. EL PLATANO ;;SANCHEZ MARTINEZ CLEOTILDE;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;cerelplatanochigorodo@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5172;CHIGORODÓ;205172000399;C. E. R. SADEN LA CANDELARIA;VDA.SADEN  CANDELARIA ;825 31 35;NESLY JUDITH DIAZ URANGO;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;cersadencandelariachigo@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5172;CHIGORODÓ;205172000496;C. E. R.GUAPA  LAS MERCEDES;VDA. GUAPA LAS MERCEDES ;;AIDA LUZ RICARDO BATISTA;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;cerglasmercedeschigorodo@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5172;CHIGORODÓ;205172000585;C. E. R.  GUAPA CARRETERA;VDA. GUAPA CARRETERA ;8253135;ADRIANA MARTINEZ HOYOS;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;cerguapacarreterachigorodo@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5172;CHIGORODÓ;205172000615;C. E. R. CHIRIDO;VDA. CHIRIDO;8253135;CONSTANTINO MENA CORDOBA;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;cerchiridochigorodo@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5172;CHIGORODÓ;205172000771;C. E. R. BOHIOS;VDA. LA JOYA;;MARIELA MOSQUERA RENTERÍA;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;cerbohioschigorodo@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5172;CHIGORODÓ;205172000828;C. E. R. CHAMPITAS;VDA. CHAMPITAS ;8253135;ANGEL PALACIOS PALACIOS;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;cerchampitaschigorodo@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5172;CHIGORODÓ;205172000836;C. E. R. LA MAPORITA;VDA. MAPORITA ;825 42 06;LUISA FERNANDA RUBIO ABADIA;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;cerlamaporitachigorodo@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5893;YONDÓ;205893000551;C. E. R. LA PRIMAVERA;VDA. X-10;8325121;CRUZ RIOS DAMARIS(DOC_PRIA.P);INSTITUCION EDUCATIVA;OFICIAL;RURAL;COMPLETA,NOCTURNA;PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA;0,1,2,3,4,5,6,7,8,9,21;13;A;cerlaprimaverayondo@tareanet.edu.co 
